Geneid,Chr,Start,End,Strand,Length,T:1.5h-28C-1,T:1.5h-28C-2,T:1.5h-28C-3,T:3h-28C-1,T:3h-28C-2,T:3h-28C-3,T:9h-28C-1,T:9h-28C-2,T:9h-28C-3,C:1,C:2,C:3
gene:Solyc00g240580.2,SL3.0ch00,18922943,18923092,+,150,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g244280.1,SL3.0ch00,19012428,19012610,-,183,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g244290.1,SL3.0ch00,19012832,19013323,+,492,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g244300.1,SL3.0ch00,19013392,19013649,+,258,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g244305.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,19022416;19027882;19034613,19022423;19028301;19034649,+;+;+,465,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g245200.2,SL3.0ch00,19034540,19034719,+,180,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g247300.3,SL3.0ch00;SL3.0ch00,19084289;19085893,19085320;19086612,+;+,1752,4,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g247305.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,19103445;19107512;19111447;19113607;19114912;19115582,19103464;19107717;19111508;19113750;19115043;19115642,-;-;-;-;-;-,625,0,0,2,0,0,2,0,2,0,0,0,4
gene:Solyc00g249200.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,19130237;19131413;19132027,19131325;19131695;19132495,-;-;-,1841,2,1,0,2,0,1,1,0,1,1,4,0
gene:Solyc00g249205.1,SL3.0ch00;SL3.0ch00,19131664;19132027,19131813;19132495,-;-,619,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g249900.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,19147299;19147350;19148007;19148082;19148418;19148656;19148875,19147309;19147480;19148010;19148182;19148565;19148760;19148887,+;+;+;+;+;+;+,513,162,131,153,128,182,215,161,176,200,205,213,185
gene:Solyc00g249910.2,SL3.0ch00;SL3.0ch00,19148954;19149191,19148995;19149440,+;+,292,100,65,64,85,48,69,71,113,83,53,79,68
gene:Solyc00g254110.1,SL3.0ch00,19248091,19248303,+,213,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g254910.1,SL3.0ch00,19268410,19269195,-,786,114,141,182,226,156,178,197,174,155,157,195,249
gene:Solyc00g255510.1,SL3.0ch00;SL3.0ch00,19281839;19282928,19282745;19283376,-;-,1356,4,0,2,0,0,2,4,0,2,4,0,0
gene:Solyc00g256710.2,SL3.0ch00,19309921,19310166,-,246,6,21,8,6,4,10,12,7,10,8,8,16
gene:Solyc00g257110.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,19319413;19319855;19320129;19320378;19321284;19321466,19319761;19320037;19320302;19321202;19321388;19321683,-;-;-;-;-;-,1854,3213938,3064086,3482861,3595970,3496686,3801878,4024375,4056101,4354670,3991709,4293441,4256000
gene:Solyc00g265110.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,19508002;19508281;19508454;19508581;19508941,19508176;19508364;19508515;19508688;19509794,-;-;-;-;-,1283,264,245,291,255,287,254,309,331,366,352,422,400
gene:Solyc00g265510.2,SL3.0ch00,19517096,19517239,-,144,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g266110.1,SL3.0ch00,19531928,19532224,-,297,2,0,0,0,1,0,0,1,1,4,4,2
gene:Solyc00g268310.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,19582414;19582956;19583397;19583802,19582852;19583100;19583579;19584429,-;-;-;-,1395,0,0,0,0,0,0,0,0,1,0,0,2
gene:Solyc00g269810.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,19617317;19617890;19618134;19618248;19619142,19617376;19618045;19618166;19619033;19619201,-;-;-;-;-,1095,2,0,1,2,0,3,8,2,2,3,4,3
gene:Solyc00g270510.1,SL3.0ch00,19633626,19634180,+,555,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g272810.1,SL3.0ch00,19687509,19688234,-,726,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g273110.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,19693854;19694216;19694757;19695342,19693870;19694369;19694794;19695510,-;-;-;-,378,105,88,104,106,143,135,165,131,132,145,135,124
gene:Solyc00g275310.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,19744371;19744819;19745063;19745915,19744559;19744974;19745822;19745967,-;-;-;-,1158,12,6,12,18,23,39,28,16,12,23,22,30
gene:Solyc00g277510.2,SL3.0ch00;SL3.0ch00,19795616;19798723,19795798;19798998,-;-,459,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g278110.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,19808760;19809628;19810025;19810202,19809544;19809801;19810126;19810480,-;-;-;-,1340,0,0,2,0,0,0,2,4,2,0,0,10
gene:Solyc00g280110.2,SL3.0ch00;SL3.0ch00,19854136;19854916,19854246;19855053,-;-,249,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc03g033920.1,SL3.0ch00;SL3.0ch00,19874872;19875045,19874981;19875093,-;-,159,0,2,6,4,4,2,2,4,2,4,8,2
gene:Solyc03g033910.1,SL3.0ch00,19876075,19876386,-,312,4,11,8,10,0,7,6,4,8,10,14,10
gene:Solyc00g281110.1,SL3.0ch00,19876959,19877327,-,369,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g282510.2,SL3.0ch00,19910569,19912317,+,1749,2,0,0,0,0,0,0,0,0,0,0,4
gene:Solyc00g283010.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,19919575;19919755;19920162,19919661;19920075;19921661,-;-;-,1908,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g283110.1,SL3.0ch00,19921827,19921988,+,162,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g284510.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,19953508;19954142;19954360;19955046,19954039;19954203;19954527;19955093,-;-;-;-,810,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g286010.1,SL3.0ch00,19987238,19987606,+,369,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g286020.1,SL3.0ch00,19987687,19988625,+,939,0,0,0,0,0,0,0,0,1,0,0,0
gene:Solyc00g286030.2,SL3.0ch00,19988778,19989359,+,582,2,0,0,0,0,2,1,0,0,0,0,0
gene:Solyc00g289230.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,20058951;20059270;20059500;20059820;20060123;20060422;20060653;20061540,20059190;20059420;20059737;20060048;20060310;20060550;20061068;20061802,-;-;-;-;-;-;-;-,1854,0,0,0,0,0,0,0,2,0,0,0,0
gene:Solyc00g294230.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,20170366;20170934;20171203,20170696;20171032;20171366,-;-;-,594,4,2,1,5,0,1,1,2,4,2,4,1
gene:Solyc00g294233.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,20205482;20218353;20221474,20205612;20218414;20221505,-;-;-,225,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g294237.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,20272254;20272334;20272546,20272280;20272450;20274092,+;+;+,1691,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g300730.2,SL3.0ch00;SL3.0ch00,20313895;20315127,20313993;20315297,-;-,270,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g304030.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,20388218;20390635;20400596,20390262;20391260;20401166,+;+;+,3242,4,0,4,2,0,0,6,2,1,0,2,2
gene:Solyc00g304035.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,20399088;20399303;20399499;20399687;20400082;20400526;20402907;20413221;20425194,20399216;20399428;20399565;20400067;20400131;20400800;20402995;20413258;20425529,-;-;-;-;-;-;-;-;-,1491,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g306830.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,20447078;20447682;20448347,20447203;20448291;20448783,+;+;+,1173,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g308930.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,20492639;20492947;20493411,20492725;20493159;20493455,-;-;-,345,0,0,2,0,0,0,0,0,0,0,0,0
gene:Solyc00g309530.1,SL3.0ch00;SL3.0ch00,20505858;20506043,20505914;20506144,+;+,159,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g311230.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,20542214;20542577;20542795,20542510;20542720;20542997,+;+;+,644,0,0,2,2,0,2,0,0,0,0,2,4
gene:Solyc00g313030.1,SL3.0ch00,20581073,20581234,+,162,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g316530.1,SL3.0ch00,20655675,20655911,+,237,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g318130.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,20687615;20690179;20690432;20690709;20690970;20691155;20691533,20690030;20690256;20690629;20690880;20691068;20691310;20691655,+;+;+;+;+;+;+,3242,0,0,0,0,0,4,0,0,2,0,0,0
gene:Solyc00g318830.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,20704627;20704858;20706088;20706468,20704640;20705997;20706156;20706698,-;-;-;-,1454,13,3,2,2,0,6,13,12,2,4,6,4
gene:Solyc00g318835.1,SL3.0ch00,20707603,20707899,+,297,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g320430.1,SL3.0ch00,20739049,20739228,+,180,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g322630.1,SL3.0ch00,20785971,20786267,+,297,1,1,2,0,3,0,6,0,1,2,1,0
gene:Solyc00g322635.1,SL3.0ch00;SL3.0ch00,20795649;20797082,20795956;20797619,+;+,846,0,2,0,0,0,0,0,0,0,0,0,2
gene:Solyc01g005000.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,12923;13176;13460;13738;14032;14371;14501,13102;13380;13660;13952;14285;14423;15102,+;+;+;+;+;+;+,1710,1161,1110,1294,1188,1555,1433,1681,1552,1684,1718,1846,1776
gene:Solyc01g005010.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,23062;23691;23943;24547;25452,23233;23851;24027;24681;26037,+;+;+;+;+,1139,40,16,38,48,47,16,45,34,49,40,46,52
gene:Solyc01g005020.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,30380;31696;32691;33561;33851;34153;34566;35544;36150;37169;37389;37548;38806;39478;39873;40017;40819;41011;41310;41543;42693;42949;43578,31259;32000;32958;33767;34069;34284;34663;35846;36381;37276;37436;37732;38861;39522;39938;40069;40936;41112;41467;41620;42784;42999;44130,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,4357,60,67,81,89,67,100,93,112,93,78,77,77
gene:Solyc01g005030.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,46062;46835;48017;48442;49028;51526;52274;52501;53174;54019;57828;58002,46612;47393;48108;48915;49932;52108;52411;52657;53658;54227;57901;61589,+;+;+;+;+;+;+;+;+;+;+;+,7815,65,65,64,64,74,43,76,77,84,54,90,87
gene:Solyc01g005040.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,55478;56172;56577,56041;56307;56892,+;+;+,1016,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005050.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,57349;57766;58030,57607;57901;58355,+;+;+,721,955,865,450,626,644,841,729,693,821,884,798,1098
gene:Solyc01g005060.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,58677;59962;60821,59350;60358;61589,-;-;-,1840,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005070.3,SL3.0ch01,65647,66843,+,1197,13253,13105,10827,11981,13019,14710,13920,12900,14196,14064,15159,17021
gene:Solyc01g005080.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,67817;68355;68512;68665;68949;69184;69798;70022;70373;71029;72136;72312,68152;68429;68585;68752;69100;69343;69953;70237;70636;71232;72218;73169,-;-;-;-;-;-;-;-;-;-;-;-,2666,34,14,32,20,51,20,58,68,44,48,32,82
gene:Solyc01g005090.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,82582;83556;84115;84945;85827;86193;86594;87282,83138;83704;84223;85129;86106;86301;86778;89176,-;-;-;-;-;-;-;-,3469,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005100.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,91751;92834;93633;94017;94536;94932;95455;95656;96303;96988;97235,92210;93220;93683;94092;94589;95050;95562;95728;96378;97114;97452,-;-;-;-;-;-;-;-;-;-;-,1749,7,11,4,14,17,0,6,4,12,12,16,4
gene:Solyc01g005110.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,99356;102197;102403;102838,99509;102303;102510;103282,+;+;+;+,814,910,972,1191,1065,1449,1215,1565,1160,1203,1515,1507,1689
gene:Solyc01g005120.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,104207;105971;106837;107024,104986;106179;106937;107325,-;-;-;-,1392,413,378,423,429,253,407,358,244,506,311,350,353
gene:Solyc01g005130.2,SL3.0ch01,124770,125794,+,1025,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005140.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,127074;127895;128477;128952,127709;128094;128525;129321,-;-;-;-,1255,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005150.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,131840;132911;133778;134052,132251;133110;133826;134364,-;-;-;-,974,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005160.3,SL3.0ch01,137971,139251,+,1281,0,0,0,0,0,1,0,0,0,0,0,0
gene:Solyc01g005170.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,141246;141422;141662;143658;144811,141254;141432;142684;143775;144909,+;+;+;+;+,1260,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005180.1,SL3.0ch01,147450,147725,-,276,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005190.1,SL3.0ch01,151495,152358,+,864,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005200.1,SL3.0ch01,154263,155153,+,891,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005210.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,165332;167432;168869;169225,167340;167705;169204;169318,+;+;+;+,2713,2,0,0,0,0,2,0,0,0,4,0,0
gene:Solyc01g005220.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,173567;174802;176384;177248;178232;178875;179572;179761,174035;175043;176585;177313;178415;179044;179636;180781,+;+;+;+;+;+;+;+,2419,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005230.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,181577;181727;182502,181645;182344;182840,+;+;+,1026,0,2,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005240.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,185555;186527;187145;187323;187981;188616;188862;189320;189734;189941;190258;190587;191083;191259,185816;187067;187227;187363;188135;188765;188957;189436;189853;190033;190380;190703;191145;191705,+;+;+;+;+;+;+;+;+;+;+;+;+;+,2408,11280,11074,11471,12613,12915,12982,12894,12655,14820,13218,14770,15346
gene:Solyc01g005250.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,191358;192271;192785;193006;193207;193357;194434,192182;192425;192886;193101;193251;193443;195082,-;-;-;-;-;-;-,1959,40,40,26,38,54,50,46,32,44,50,44,49
gene:Solyc01g005260.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,195626;196197;197029;197688;198480;198693;199141,195895;196410;197065;197805;198590;198880;199193,+;+;+;+;+;+;+,991,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005270.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,199928;200380;200893;201326;202609;203165,200268;200490;201010;201362;202864;203236,-;-;-;-;-;-,935,0,0,0,0,1,0,0,0,0,0,0,0
gene:Solyc01g005280.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,204872;205105;205785;206086;206584;207195,205000;205215;205902;206122;206839;207266,-;-;-;-;-;-,723,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005290.3,SL3.0ch01;SL3.0ch01,209137;209350,209265;209394,-;-,174,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005295.1,SL3.0ch01;SL3.0ch01,210837;210907,210866;211044,-;-,168,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005300.3,SL3.0ch01;SL3.0ch01,216877;218535,217040;220489,+;+,2119,2,2,8,10,8,10,10,8,0,0,0,4
gene:Solyc01g005305.1,SL3.0ch01;SL3.0ch01;SL3.0ch01,218549;219120;219989,218602;219611;220138,-;-;-,696,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005310.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,220560;221100;221625;222045;222409;222765;223031;223517;223797;223949;224116;224296;224471;224833;225282;225788,220984;221239;221892;222095;222634;222835;223150;223711;223861;224039;224177;224346;224572;224937;225345;225919,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2168,2757,2614,2527,3160,2863,2886,3148,2969,3490,3207,3270,3326
gene:Solyc01g005320.2,SL3.0ch01;SL3.0ch01;SL3.0ch01,226387;227376;228329,227014;227639;228608,-;-;-,1172,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005330.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,231678;233273;233541;234154;234339;234584;234861;235120;235371;236329;236511,232826;233460;234071;234225;234485;234739;235031;235290;235436;236414;237029,-;-;-;-;-;-;-;-;-;-;-,3256,0,0,6,8,6,0,4,0,6,0,2,0
gene:Solyc01g005340.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,240684;243971;245145,242385;244380;245710,-;-;-,2678,0,0,0,0,0,0,6,4,0,0,0,0
gene:Solyc01g005350.3,SL3.0ch01;SL3.0ch01,248135;248883,248580;249595,-;-,1159,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005360.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,257332;257485;258498,257400;258102;258836,+;+;+,1026,12,23,24,12,2,18,12,16,36,35,14,14
gene:Solyc01g005370.3,SL3.0ch01,259884,260402,+,519,16,16,24,32,22,24,22,22,28,30,10,20
gene:Solyc01g005380.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,261021;263401;263880;264280;264973,261463;263567;264179;264543;265616,+;+;+;+;+,1818,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005385.1,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,261136;263296;263348;263880;264280;264973,261463;263324;263545;264179;264543;265411,+;+;+;+;+;+,1558,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005390.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,276028;276337;276537;277147;277677,276252;276424;276620;277275;278025,+;+;+;+;+,875,778,1001,720,941,890,1019,942,855,1027,881,1003,1024
gene:Solyc01g005400.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,279104;280378;281051;281821;282510;282742;283384,280272;280476;281136;281915;282635;282885;283739,+;+;+;+;+;+;+,2075,0,0,4,0,0,0,0,0,0,0,0,0
gene:Solyc01g005410.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,286693;287418;287636;288804;289019;289891,286744;287516;287721;288898;289144;290153,+;+;+;+;+;+,721,0,0,0,1,0,0,0,0,0,0,0,0
gene:Solyc01g005420.2,SL3.0ch01,293554,294380,-,827,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005430.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,298680;301466;303047,299951;301744;303581,+;+;+,2086,14167,14924,16181,15790,14862,18105,15742,14947,18484,16439,17965,16466
gene:Solyc01g005440.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,309090;310247;310751;311145;311379;311861;312033,309234;310389;310935;311235;311712;311918;312465,+;+;+;+;+;+;+,1389,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005450.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,314758;315790;317025,315077;316160;317520,-;-;-,1187,6,12,2,8,10,4,8,0,4,4,8,8
gene:Solyc01g005460.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,314758;318127;320445,316160;318234;321092,-;-;-,2159,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005470.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,322539;323715;324521;324747,322906;323927;324592;324960,-;-;-;-,867,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005480.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,332991;334815;335763,333380;334999;337049,+;+;+,1862,0,0,0,2,2,0,0,0,0,0,0,0
gene:Solyc01g005490.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,337908;338606;338999;339403;340170,338475;338734;339313;339528;340634,-;-;-;-;-,1603,244,287,323,334,281,368,355,323,391,290,385,359
gene:Solyc01g005500.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,344744;345290;345878,344924;345549;346673,+;+;+,1237,14,2,14,2,8,6,20,2,10,8,4,6
gene:Solyc01g005510.3,SL3.0ch01,347207,348880,-,1674,2449359,2411425,2653853,2763645,2660382,2936865,3022147,2957752,3144079,2954806,3273738,3368352
gene:Solyc01g005520.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,350024;351213;351447;351630;351800;352218;352358,350435;351319;351541;351706;351920;352277;352716,+;+;+;+;+;+;+,1231,0,0,4,2,0,0,6,0,4,6,0,0
gene:Solyc01g005530.3,SL3.0ch01;SL3.0ch01,353904;355417,354849;356524,-;-,2054,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005540.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,359779;360347;361027;361962;362198;363184;363425;363814;365189;365781;366530;368032;368768;370155,360218;360526;361117;362056;362404;363288;363517;363921;365257;365838;366638;368143;368986;370504,-;-;-;-;-;-;-;-;-;-;-;-;-;-,2236,0,0,8,4,8,0,2,8,4,2,6,2
gene:Solyc01g005550.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,382343;383152;383321;383670;383959;384107;384669,382890;383238;383578;383834;384012;384253;385475,+;+;+;+;+;+;+,2066,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005560.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,394353;396158;396310;396662;396817;396990;397134;397392;397574;397844;397994;398277;398499;398728;398940,394572;396201;396419;396699;396894;397043;397235;397483;397677;397912;398109;398311;398641;398850;399328,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1717,124,101,147,153,119,148,124,116,156,189,154,220
gene:Solyc01g005570.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,400722;401474;402827,401037;401921;403017,-;-;-,955,6,10,0,0,7,7,0,6,4,0,5,16
gene:Solyc01g005575.1,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,407272;407585;407752;408581;408871;408999,407322;407662;408034;408773;408911;409305,-;-;-;-;-;-,953,46,37,44,85,82,28,52,60,77,73,72,98
gene:Solyc01g005590.2,SL3.0ch01,416887,417304,+,418,10,10,18,22,8,8,4,10,12,10,8,20
gene:Solyc01g005600.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,420193;422522;423174;426002,421025;422646;424401;426353,-;-;-;-,2538,1819,1811,1651,1916,1781,1821,2066,2062,2239,2082,2281,2457
gene:Solyc01g005610.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,427655;428576;429050;429296;430103,427875;428754;429207;429566;430341,+;+;+;+;+,1068,348,231,286,295,187,282,205,189,374,214,248,215
